Symbol,Name,Stock Exchange,RBICS Economy,SIC Code
A,"Agilent Technologies, Inc.",NYSE,Healthcare,3826
AAL,"American Airlines Group, Inc.",NASDAQ,Industrials,4512
AAN,"PROG Holdings, Inc.",NYSE,Consumer Cyclicals,7359
AAOI,"Applied Optoelectronics, Inc.",NASDAQ,Technology,3357
AAON,"AAON, Inc.",NASDAQ,Industrials,3585
AAP,"Advance Auto Parts, Inc.",NYSE,Consumer Cyclicals,5531
AAPL,Apple Inc.,NASDAQ,Technology,3663
AAT,"American Assets Trust, Inc.",NYSE,Finance,6798
AAWW,"Atlas Air Worldwide Holdings, Inc.",NASDAQ,Industrials,4512
AAXN,Axon Enterprise Inc,NASDAQ,Industrials,3489
ABBV,"AbbVie, Inc.",NYSE,Healthcare,2834
ABC,AmerisourceBergen Corporation,NYSE,Healthcare,5122
ABCB,Ameris Bancorp,NASDAQ,Finance,6022
ABG,"Asbury Automotive Group, Inc.",NYSE,Consumer Cyclicals,5511
ABM,ABM Industries Incorporated,NYSE,Business Services,7349
ABMD,"ABIOMED, Inc.",NASDAQ,Healthcare,3841
ABT,Abbott Laboratories,NYSE,Healthcare,3841
ABTX,"Allegiance Bancshares, Inc.",NASDAQ,Finance,6022
ACA,Arcosa Inc,NYSE,Industrials,4939
ACC,"American Campus Communities, Inc.",NYSE,Finance,6798
ACHC,"Acadia Healthcare Company, Inc.",NASDAQ,Healthcare,8059
ACIW,"ACI Worldwide, Inc.",NASDAQ,Technology,7372
ACLS,"Axcelis Technologies, Inc.",NASDAQ,Technology,3559
ACM,AECOM,NYSE,Industrials,8711
ACN,Accenture Plc Class A,NYSE,Technology,7379
ADBE,Adobe Inc.,NASDAQ,Technology,7372
ADC,Agree Realty Corporation,NYSE,Finance,6512
ADI,"Analog Devices, Inc.",NASDAQ,Technology,3674
ADM,Archer-Daniels-Midland Company,NYSE,Consumer Non-Cyclicals,2075
ADNT,Adient plc,NYSE,Consumer Cyclicals,2399
ADP,"Automatic Data Processing, Inc.",NASDAQ,Business Services,7374
ADS,Alliance Data Systems Corporation,NYSE,Finance,7374
ADSK,"Autodesk, Inc.",NASDAQ,Technology,7372
ADTN,"ADTRAN, Inc.",NASDAQ,Technology,3661
ADUS,Addus HomeCare Corporation,NASDAQ,Healthcare,8082
AEE,Ameren Corporation,NYSE,Utilities,4911
AEGN,Aegion Corporation,NASDAQ,Industrials,1623
AEIS,"Advanced Energy Industries, Inc.",NASDAQ,Technology,3629
AEL,American Equity Investment Life Holding Company,NYSE,Finance,6311
AEO,"American Eagle Outfitters, Inc.",NYSE,Consumer Cyclicals,5651
AEP,"American Electric Power Company, Inc.",NASDAQ,Utilities,4911
AES,AES Corporation,NYSE,Utilities,4911
AFG,"American Financial Group, Inc.",NYSE,Finance,6331
AFL,Aflac Incorporated,NYSE,Finance,6311
AGCO,AGCO Corporation,NYSE,Industrials,3523
AGO,Assured Guaranty Ltd.,NYSE,Finance,6351
AGYS,"Agilysys, Inc.",NASDAQ,Consumer Services,7373
AHH,"Armada Hoffler Properties, Inc.",NYSE,Finance,6798
AIG,"American International Group, Inc.",NYSE,Finance,6399
AIN,Albany International Corp. Class A,NYSE,Industrials,2397
AIR,AAR CORP.,NYSE,Industrials,3724
AIT,"Applied Industrial Technologies, Inc.",NYSE,Industrials,5085
AIV,APARTMENT INVT & MGMT,NYSE,Finance,6798
AIZ,"Assurant, Inc.",NYSE,Finance,6399
AJG,Arthur J. Gallagher & Co.,NYSE,Finance,6411
AJRD,"Aerojet Rocketdyne Holdings, Inc.",NYSE,Industrials,3812
AKAM,"Akamai Technologies, Inc.",NASDAQ,Technology,7372
AKR,Acadia Realty Trust,NYSE,Finance,6798
ALB,Albemarle Corporation,NYSE,Non-Energy Materials,2819
ALE,"ALLETE, Inc.",NYSE,Utilities,4931
ALEX,"Alexander & Baldwin, Inc.",NYSE,Finance,6798
ALG,Alamo Group Inc.,NYSE,Industrials,3523
ALGN,"Align Technology, Inc.",NASDAQ,Healthcare,3843
ALGT,Allegiant Travel Company,NASDAQ,Industrials,4512
ALK,"Alaska Air Group, Inc.",NYSE,Industrials,4512
ALL,Allstate Corporation,NYSE,Finance,6331
ALLE,Allegion PLC,NYSE,Non-Energy Materials,7382
ALRM,"Alarm.com Holdings, Inc.",NASDAQ,Technology,7372
ALXN,"Alexion Pharmaceuticals, Inc.",NASDAQ,Healthcare,2834
AM,Antero Midstream Corp.,NYSE,Energy,4922
AMAT,"Applied Materials, Inc.",NASDAQ,Technology,3559
AMBC,"Ambac Financial Group, Inc.",NYSE,Finance,6351
AMCR,Amcor PLC,NYSE,Non-Energy Materials,2653
AMCX,AMC Networks Inc. Class A,NASDAQ,Consumer Services,4841
AMD,"Advanced Micro Devices, Inc.",NASDAQ,Technology,3674
AME,"AMETEK, Inc.",NYSE,Industrials,3823
AMED,"Amedisys, Inc.",NASDAQ,Healthcare,8082
AMG,"Affiliated Managers Group, Inc.",NYSE,Finance,6282
AMGN,Amgen Inc.,NASDAQ,Healthcare,2836
AMN,"AMN Healthcare Services, Inc.",NYSE,Healthcare,7361
AMP,"Ameriprise Financial, Inc.",NYSE,Finance,6282
AMPH,Amphastar Pharmaceuticals Inc,NASDAQ,Healthcare,2834
AMSF,"AMERISAFE, Inc.",NASDAQ,Finance,6331
AMT,American Tower Corporation,NYSE,Finance,6798
AMWD,American Woodmark Corporation,NASDAQ,Consumer Cyclicals,2434
AMZN,"Amazon.com, Inc.",NASDAQ,Consumer Non-Cyclicals,5961
AN,"AutoNation, Inc.",NYSE,Consumer Cyclicals,5511
ANDE,"Andersons, Inc.",NASDAQ,Consumer Non-Cyclicals,5153
ANET,"Arista Networks, Inc.",NYSE,Technology,7373
ANF,Abercrombie & Fitch Co. Class A,NYSE,Consumer Cyclicals,5651
ANGO,"AngioDynamics, Inc.",NASDAQ,Healthcare,3841
ANIK,"Anika Therapeutics, Inc.",NASDAQ,Healthcare,3841
ANIP,"ANI Pharmaceuticals, Inc.",NASDAQ,Healthcare,2834
ANSS,"ANSYS, Inc.",NASDAQ,Technology,7378
ANTM,"Anthem, Inc.",NYSE,Healthcare,6324
AON,Aon Plc Class A,NYSE,Finance,6411
AOS,A. O. Smith Corporation,NYSE,Industrials,3822
APA,Apache Corporation,NASDAQ,Energy,1311
APD,"Air Products and Chemicals, Inc.",NYSE,Non-Energy Materials,2813
APEI,"American Public Education, Inc.",NASDAQ,Consumer Non-Cyclicals,8221
APH,Amphenol Corporation Class A,NYSE,Technology,3678
APOG,"Apogee Enterprises, Inc.",NASDAQ,Non-Energy Materials,3231
APTV,Aptiv PLC,NYSE,Consumer Cyclicals,3714
ARCB,ArcBest Corporation,NASDAQ,Industrials,4213
ARE,"Alexandria Real Estate Equities, Inc.",NYSE,Finance,6798
ARI,"Apollo Commercial Real Estate Finance, Inc.",NYSE,Finance,6798
ARLO,"Arlo Technologies, Inc.",NYSE,Technology,3651
ARNC,Arconic Corp.,NYSE,Non-Energy Materials,3353
AROC,Archrock Inc.,NYSE,Energy,1389
ARR,"ARMOUR Residential REIT, Inc.",NYSE,Finance,6798
ARW,"Arrow Electronics, Inc.",NYSE,Technology,5065
ARWR,"Arrowhead Pharmaceuticals, Inc.",NASDAQ,Healthcare,8731
ASB,Associated Banc-Corp,NYSE,Finance,6021
ASGN,ASGN Inc,NYSE,Business Services,7361
ASH,"Ashland Global Holdings, Inc.",NYSE,Non-Energy Materials,2833
ASIX,"AdvanSix, Inc.",NYSE,Non-Energy Materials,2821
ASTE,"Astec Industries, Inc.",NASDAQ,Industrials,2951
ATGE,Adtalem Global Education Inc.,NYSE,Consumer Non-Cyclicals,8221
ATI,Allegheny Technologies Incorporated,NYSE,Non-Energy Materials,3356
ATNI,"ATN International, Inc.",NASDAQ,Telecommunications,4813
ATO,Atmos Energy Corporation,NYSE,Utilities,4924
ATR,"Aptargroup, Inc.",NYSE,Non-Energy Materials,3085
ATVI,"Activision Blizzard, Inc.",NASDAQ,Technology,7372
AVA,Avista Corporation,NYSE,Utilities,4931
AVAV,"AeroVironment, Inc.",NASDAQ,Industrials,3721
AVB,"AvalonBay Communities, Inc.",NYSE,Finance,6798
AVD,American Vanguard Corporation,NYSE,Non-Energy Materials,2879
AVGO,Broadcom Inc.,NASDAQ,Technology,3674
AVNS,"Avanos Medical, Inc.",NYSE,Healthcare,3841
AVNT,Avient Corporation,NYSE,Non-Energy Materials,2821
AVT,"Avnet, Inc.",NASDAQ,Technology,5065
AVY,Avery Dennison Corporation,NYSE,Non-Energy Materials,2672
AWK,"American Water Works Company, Inc.",NYSE,Utilities,4941
AWR,American States Water Company,NYSE,Utilities,4941
AX,"Axos Financial, Inc.",NYSE,Finance,6021
AXL,"American Axle & Manufacturing Holdings, Inc.",NYSE,Consumer Cyclicals,3714
AXP,American Express Company,NYSE,Finance,6153
AYI,"Acuity Brands, Inc.",NYSE,Industrials,3646
AZO,"AutoZone, Inc.",NYSE,Consumer Cyclicals,5531
AZZ,AZZ Inc.,NYSE,Industrials,3613
B,Barnes Group Inc.,NYSE,Industrials,3499
BA,Boeing Company,NYSE,Industrials,3721
BAC,Bank of America Corp,NYSE,Finance,6021
BANC,Banc of California Incorporated,NYSE,Finance,6021
BANF,BancFirst Corporation,NASDAQ,Finance,6022
BANR,Banner Corporation,NASDAQ,Finance,6021
BAX,Baxter International Inc.,NYSE,Healthcare,3841
BBBY,Bed Bath & Beyond Inc.,NASDAQ,Consumer Cyclicals,5719
BBY,"Best Buy Co., Inc.",NYSE,Consumer Cyclicals,5731
BC,Brunswick Corporation,NYSE,Consumer Cyclicals,3519
BCC,Boise Cascade Co.,NYSE,Industrials,5031
BCEI,Bonanza Creek Energy Inc,NYSE,Energy,1311
BCO,Brink's Company,NYSE,Business Services,7382
BCOR,"Blucora, Inc.",NASDAQ,Finance,7374
BCPC,Balchem Corporation,NASDAQ,Non-Energy Materials,2869
BDC,Belden Inc.,NYSE,Technology,4833
BDN,Brandywine Realty Trust,NYSE,Finance,6798
BDX,"Becton, Dickinson and Company",NYSE,Healthcare,3841
BEAT,"BioTelemetry, Inc.",NASDAQ,Healthcare,3845
BELFB,Bel Fuse Inc. Class B,NASDAQ,Technology,3677
BEN,"Franklin Resources, Inc.",NYSE,Finance,6282
BF.B,Brown-Forman Corporation Class B,NYSE,Consumer Non-Cyclicals,2085
BFS,"Saul Centers, Inc.",NYSE,Finance,6798
BGS,"B&G Foods, Inc.",NYSE,Consumer Non-Cyclicals,2033
BHE,"Benchmark Electronics, Inc.",NYSE,Technology,3571
BHF,"Brighthouse Financial, Inc.",NASDAQ,Finance,6311
BHLB,"Berkshire Hills Bancorp, Inc.",NYSE,Finance,6712
BIG,"Big Lots, Inc.",NYSE,Consumer Non-Cyclicals,5331
BIIB,Biogen Inc.,NASDAQ,Healthcare,2836
BIO,"Bio-Rad Laboratories, Inc. Class A",NYSE,Healthcare,3826
BJ,"BJ's Wholesale Club Holdings, Inc.",NYSE,Consumer Non-Cyclicals,5399
BJRI,"BJ's Restaurants, Inc.",NASDAQ,Consumer Services,5812
BK,Bank of New York Mellon Corporation,NYSE,Finance,6282
BKE,"Buckle, Inc.",NYSE,Consumer Cyclicals,5651
BKH,Black Hills Corporation,NYSE,Utilities,4924
BKNG,Booking Holdings Inc.,NASDAQ,Consumer Services,4724
BKR,Baker Hughes Company Class A,NYSE,Energy,1389
BKU,"BankUnited, Inc.",NYSE,Finance,6021
BLD,TopBuild Corp.,NYSE,Industrials,1731
BLDR,"Builders FirstSource, Inc.",NASDAQ,Industrials,2421
BLK,"BlackRock, Inc.",NYSE,Finance,6282
BLKB,"Blackbaud, Inc.",NASDAQ,Business Services,7372
BLL,Ball Corporation,NYSE,Non-Energy Materials,3411
BLMN,"Bloomin' Brands, Inc.",NASDAQ,Consumer Services,5812
BMI,"Badger Meter, Inc.",NYSE,Industrials,3824
BMY,Bristol-Myers Squibb Company,NYSE,Healthcare,2834
BNED,"Barnes & Noble Education, Inc.",NYSE,Consumer Cyclicals,5942
BOH,Bank of Hawaii Corporation,NYSE,Finance,6022
BOOM,DMC Global Inc.,NASDAQ,Energy,1389
BOOT,"Boot Barn Holdings, Inc.",NYSE,Consumer Cyclicals,5661
BPFH,"Boston Private Financial Holdings, Inc.",NASDAQ,Finance,6022
BR,"Broadridge Financial Solutions, Inc.",NYSE,Business Services,7389
BRC,Brady Corporation Class A,NYSE,Business Services,3999
BRK.B,Berkshire Hathaway Inc. Class B,NYSE,Finance,6399
BRKL,"Brookline Bancorp, Inc.",NASDAQ,Finance,6035
BRKS,"Brooks Automation, Inc.",NASDAQ,Technology,3559
BRO,"Brown & Brown, Inc.",NYSE,Finance,6411
BRX,"Brixmor Property Group, Inc.",NYSE,Finance,6798
BSIG,"BrightSphere Investment Group, Inc.",NYSE,Finance,6282
BSX,Boston Scientific Corporation,NYSE,Healthcare,3841
BWA,BorgWarner Inc.,NYSE,Consumer Cyclicals,3714
BXP,"Boston Properties, Inc.",NYSE,Finance,6798
BXS,BancorpSouth Bank,NYSE,Finance,6022
BYD,Boyd Gaming Corporation,NYSE,Consumer Services,7011
C,Citigroup Inc.,NYSE,Finance,6021
CABO,"Cable One, Inc.",NYSE,Telecommunications,4841
CACI,CACI International Inc Class A,NYSE,Business Services,7371
CADE,Cadence Bancorporation Class A,NYSE,Finance,6029
CAG,"Conagra Brands, Inc.",NYSE,Consumer Non-Cyclicals,2096
CAH,"Cardinal Health, Inc.",NYSE,Healthcare,5122
CAKE,Cheesecake Factory Incorporated,NASDAQ,Consumer Services,5812
CAL,"Caleres, Inc.",NYSE,Consumer Cyclicals,5661
CALM,"Cal-Maine Foods, Inc.",NASDAQ,Consumer Non-Cyclicals,252
CAMP,CalAmp Corp.,NASDAQ,Technology,3663
CAR,"Avis Budget Group, Inc.",NASDAQ,Consumer Cyclicals,7514
CARR,Carrier Global Corp.,NYSE,Industrials,3585
CASH,"Meta Financial Group, Inc.",NASDAQ,Finance,6035
CASY,"Casey's General Stores, Inc.",NASDAQ,Consumer Cyclicals,5541
CAT,Caterpillar Inc.,NYSE,Industrials,3531
CATM,Cardtronics plc Class A,NASDAQ,Finance,7389
CATO,Cato Corporation Class A,NYSE,Consumer Cyclicals,5621
CATY,Cathay General Bancorp,NASDAQ,Finance,6022
CB,Chubb Limited,NYSE,Finance,6331
CBB,Cincinnati Bell Inc.,NYSE,Telecommunications,4813
CBOE,Cboe Global Markets Inc,CBOE BZX,Finance,6231
CBRE,"CBRE Group, Inc. Class A",NYSE,Finance,6531
CBRL,"Cracker Barrel Old Country Store, Inc.",NASDAQ,Consumer Services,5812
CBSH,"Commerce Bancshares, Inc.",NASDAQ,Finance,6022
CBT,Cabot Corporation,NYSE,Non-Energy Materials,2869
CBU,"Community Bank System, Inc.",NYSE,Finance,6029
CC,Chemours Co.,NYSE,Non-Energy Materials,2819
CCI,Crown Castle International Corp,NYSE,Finance,6798
CCL.U,Carnival Corporation,NYSE,Consumer Services,4481
CCMP,"CMC Materials, Inc.",NASDAQ,Non-Energy Materials,3674
CCOI,Cogent Communications Holdings Inc,NASDAQ,Telecommunications,4899
CCRN,"Cross Country Healthcare, Inc.",NASDAQ,Healthcare,7361
CCS,"Century Communities, Inc.",NYSE,Consumer Cyclicals,1531
CDAY,"Ceridian HCM Holding, Inc.",NYSE,Technology,7372
CDK,CDK Global Inc,NASDAQ,Consumer Cyclicals,7372
CDNS,"Cadence Design Systems, Inc.",NASDAQ,Technology,7372
CDW,CDW Corp.,NASDAQ,Technology,7373
CE,Celanese Corporation,NYSE,Non-Energy Materials,2821
CEIX,CONSOL Energy Inc,NYSE,Energy,1221
CENT,Central Garden & Pet Company,NASDAQ,Consumer Cyclicals,5999
CENX,Century Aluminum Company,NASDAQ,Non-Energy Materials,3334
CERN,Cerner Corporation,NASDAQ,Healthcare,7374
CEVA,"CEVA, Inc.",NASDAQ,Technology,3674
CF,"CF Industries Holdings, Inc.",NYSE,Non-Energy Materials,2873
CFFN,"Capitol Federal Financial, Inc.",NASDAQ,Finance,6035
CFG,"Citizens Financial Group, Inc.",NYSE,Finance,6021
CFR,"Cullen/Frost Bankers, Inc.",NYSE,Finance,6022
CFX,Colfax Corporation,NYSE,Industrials,3548
CGNX,Cognex Corporation,NASDAQ,Industrials,3823
CHCO,City Holding Company,NASDAQ,Finance,6021
CHCT,"Community Healthcare Trust, Inc.",NYSE,Finance,6798
CHD,"Church & Dwight Co., Inc.",NYSE,Consumer Non-Cyclicals,2841
CHDN,Churchill Downs Incorporated,NASDAQ,Consumer Services,7011
CHE,Chemed Corporation,NYSE,Healthcare,8051
CHEF,"Chefs' Warehouse, Inc.",NASDAQ,Consumer Non-Cyclicals,5141
CHH,"Choice Hotels International, Inc.",NYSE,Consumer Services,7011
CHRS,"Coherus BioSciences, Inc.",NASDAQ,Healthcare,2834
CHRW,"C.H. Robinson Worldwide, Inc.",NASDAQ,Industrials,4731
CHS,"Chico's FAS, Inc.",NYSE,Consumer Cyclicals,5621
CHTR,"Charter Communications, Inc. Class A",NASDAQ,Telecommunications,4841
CHUY,"Chuy's Holdings, Inc.",NASDAQ,Consumer Services,5812
CHX,ChampionX Corporation,NYSE,Energy,3533
CI,Cigna Corporation,NYSE,Consumer Non-Cyclicals,6324
CIEN,Ciena Corporation,NYSE,Technology,3577
CINF,Cincinnati Financial Corporation,NASDAQ,Finance,6331
CIR,"CIRCOR International, Inc.",NYSE,Industrials,3491
CIT,CIT Group Inc.,NYSE,Finance,6021
CKH,SEACOR Holdings Inc.,NYSE,Industrials,4491
CL,Colgate-Palmolive Company,NYSE,Consumer Non-Cyclicals,2844
CLB,Core Laboratories NV,NYSE,Energy,1389
CLDT,Chatham Lodging Trust,NYSE,Finance,6798
CLF,Cleveland-Cliffs Inc,NYSE,Non-Energy Materials,1011
CLGX,"CoreLogic, Inc.",NYSE,Business Services,7374
CLH,"Clean Harbors, Inc.",NYSE,Business Services,4953
CLI,Mack-Cali Realty Corporation,NYSE,Finance,6798
CLW,Clearwater Paper Corporation,NYSE,Consumer Non-Cyclicals,2621
CLX,Clorox Company,NYSE,Consumer Non-Cyclicals,5499
CMA,Comerica Incorporated,NYSE,Finance,6022
CMC,Commercial Metals Company,NYSE,Non-Energy Materials,3312
CMCSA,Comcast Corporation Class A,NASDAQ,Telecommunications,4841
CMD,Cantel Medical Corp.,NYSE,Healthcare,3841
CME,CME Group Inc. Class A,NASDAQ,Finance,6231
CMG,"Chipotle Mexican Grill, Inc.",NYSE,Consumer Services,5812
CMI,Cummins Inc.,NYSE,Industrials,3519
CMO,Capstead Mortgage Corporation,NYSE,Finance,6798
CMP,"Compass Minerals International, Inc.",NYSE,Non-Energy Materials,1479
CMS,CMS Energy Corporation,NYSE,Utilities,4931
CMTL,Comtech Telecommunications Corp.,NASDAQ,Technology,3663
CNC,Centene Corporation,NYSE,Healthcare,6324
CNK,"Cinemark Holdings, Inc.",NYSE,Consumer Services,7832
CNMD,CONMED Corporation,NYSE,Healthcare,3841
CNO,"CNO Financial Group, Inc.",NYSE,Finance,6399
CNP,"CenterPoint Energy, Inc.",NYSE,Utilities,4924
CNSL,"Consolidated Communications Holdings, Inc.",NASDAQ,Telecommunications,7375
CNX,CNX Resources Corporation,NYSE,Energy,1321
CNXN,"PC Connection, Inc.",NASDAQ,Technology,7371
COF,Capital One Financial Corporation,NYSE,Finance,6021
COG,Cabot Oil & Gas Corporation,NYSE,Energy,1311
COHR,"Coherent, Inc.",NASDAQ,Industrials,3845
COHU,"Cohu, Inc.",NASDAQ,Technology,3825
COKE,"Coca-Cola Consolidated, Inc.",NASDAQ,Consumer Non-Cyclicals,2086
COLB,"Columbia Banking System, Inc.",NASDAQ,Finance,6022
COLM,Columbia Sportswear Company,NASDAQ,Consumer Cyclicals,3949
CONE,"CyrusOne, Inc.",NASDAQ,Finance,6512
CONN,"Conn's, Inc.",NASDAQ,Consumer Cyclicals,5731
COO,"Cooper Companies, Inc.",NYSE,Healthcare,3851
COOP,"Mr. Cooper Group, Inc.",NASDAQ,Finance,6163
COP,ConocoPhillips,NYSE,Energy,1311
COR,CoreSite Realty Corporation,NYSE,Finance,6798
CORE,"Core-Mark Holding Company, Inc.",NASDAQ,Consumer Non-Cyclicals,5141
CORT,Corcept Therapeutics Incorporated.,NASDAQ,Healthcare,2834
COST,Costco Wholesale Corporation,NASDAQ,Consumer Non-Cyclicals,5331
COTY,Coty Inc. Class A,NYSE,Consumer Non-Cyclicals,2844
CPB,Campbell Soup Company,NYSE,Consumer Non-Cyclicals,2099
CPE,Callon Petroleum Company,NYSE,Energy,1311
CPF,Central Pacific Financial Corp.,NYSE,Finance,6022
CPK,Chesapeake Utilities Corporation,NYSE,Utilities,4923
CPRI,Capri Holdings Limited,NYSE,Consumer Cyclicals,5632
CPRT,"Copart, Inc.",NASDAQ,Consumer Cyclicals,5521
CPS,Cooper-Standard Holdings Inc.,NYSE,Consumer Cyclicals,3714
CPSI,"Computer Programs and Systems, Inc.",NASDAQ,Healthcare,7373
CPT,Camden Property Trust,NYSE,Finance,6798
CR,Crane Co.,NYSE,Industrials,3581
CREE,"Cree, Inc.",NASDAQ,Technology,3674
CRI,"Carter's, Inc.",NYSE,Consumer Cyclicals,5641
CRL,"Charles River Laboratories International, Inc.",NYSE,Healthcare,8731
CRM,"salesforce.com, inc.",NYSE,Technology,7372
CRMT,"America's Car-Mart, Inc.",NASDAQ,Consumer Cyclicals,5521
CROX,"Crocs, Inc.",NASDAQ,Consumer Cyclicals,3021
CRS,Carpenter Technology Corporation,NYSE,Non-Energy Materials,3312
CRUS,"Cirrus Logic, Inc.",NASDAQ,Technology,3674
CRVL,CorVel Corporation,NASDAQ,Healthcare,6411
CRY,"CryoLife, Inc.",NYSE,Healthcare,3841
CSCO,"Cisco Systems, Inc.",NASDAQ,Technology,7373
CSGS,"CSG Systems International, Inc.",NASDAQ,Telecommunications,7372
CSII,"Cardiovascular Systems, Inc.",NASDAQ,Healthcare,3841
CSL,Carlisle Companies Incorporated,NYSE,Non-Energy Materials,3069
CSX,CSX Corporation,NASDAQ,Industrials,4011
CTAS,Cintas Corporation,NASDAQ,Business Services,7213
CTB,Cooper Tire & Rubber Company,NYSE,Consumer Cyclicals,3011
CTLT,Catalent Inc,NYSE,Healthcare,2834
CTRE,CareTrust REIT Inc,NASDAQ,Finance,6798
CTS,CTS Corporation,NYSE,Consumer Cyclicals,3679
CTSH,Cognizant Technology Solutions Corporation Class A,NASDAQ,Technology,7371
CTVA,Corteva Inc,NYSE,Non-Energy Materials,723
CTXS,"Citrix Systems, Inc.",NASDAQ,Technology,7372
CUB,Cubic Corporation,NYSE,Industrials,3829
CUBI,"Customers Bancorp, Inc.",NYSE,Finance,6022
CUTR,"Cutera, Inc.",NASDAQ,Healthcare,3845
CUZ,Cousins Properties Incorporated,NYSE,Finance,6798
CVBF,CVB Financial Corp.,NASDAQ,Finance,6029
CVCO,"Cavco Industries, Inc.",NASDAQ,Consumer Cyclicals,2451
CVET,"Covetrus, Inc.",NASDAQ,Healthcare,742
CVGW,"Calavo Growers, Inc.",NASDAQ,Consumer Non-Cyclicals,5148
CVLT,"CommVault Systems, Inc.",NASDAQ,Technology,7372
CVS,CVS Health Corporation,NYSE,Healthcare,5912
CVX,Chevron Corporation,NYSE,Energy,2911
CW,Curtiss-Wright Corporation,NYSE,Industrials,3724
CWT,California Water Service Group,NYSE,Utilities,4941
CXO,Concho Resources Inc.,NYSE,Energy,1311
CXW,"CoreCivic, Inc.",NYSE,Finance,8744
CYH,"Community Health Systems, Inc.",NYSE,Healthcare,8062
CYTK,"Cytokinetics, Incorporated",NASDAQ,Healthcare,2834
CZR,Caesars Entertainment Inc,NASDAQ,Consumer Services,7011
D,Dominion Energy Inc,NYSE,Utilities,4911
DAKT,"Daktronics, Inc.",NASDAQ,Technology,3669
DAL,"Delta Air Lines, Inc.",NYSE,Industrials,4512
DAN,Dana Incorporated,NYSE,Consumer Cyclicals,3714
