Symbol,Name,Stock Exchange,RBICS Economy,SIC Code
REZI,"Resideo Technologies, Inc.",NYSE,Technology,7382
RF,Regions Financial Corporation,NYSE,Finance,6022
RGA,"Reinsurance Group of America, Incorporated",NYSE,Finance,6321
RGEN,Repligen Corporation,NASDAQ,Healthcare,2836
RGLD,"Royal Gold, Inc.",NASDAQ,Non-Energy Materials,1099
RGNX,"REGENXBIO, Inc.",NASDAQ,Healthcare,8731
RGP,"Resources Connection, Inc.",NASDAQ,Business Services,7389
RGR,"Sturm, Ruger & Company, Inc.",NYSE,Industrials,3484
RGS,Regis Corporation,NYSE,Consumer Non-Cyclicals,7231
RH,RH,NYSE,Consumer Cyclicals,5719
RHI,Robert Half International Inc.,NYSE,Business Services,7363
RJF,"Raymond James Financial, Inc.",NYSE,Finance,6211
RL,Ralph Lauren Corporation Class A,NYSE,Consumer Cyclicals,5137
RLGY,Realogy Holdings Corp.,NYSE,Finance,6531
RLI,RLI Corp.,NYSE,Finance,6331
RMAX,"RE/MAX Holdings, Inc.",NYSE,Finance,6531
RMBS,Rambus Inc.,NASDAQ,Technology,3674
RMD,ResMed Inc.,NYSE,Healthcare,3845
RNR,RenaissanceRe Holdings Ltd.,NYSE,Finance,6331
RNST,Renasant Corporation,NASDAQ,Finance,6022
ROCK,"Gibraltar Industries, Inc.",NASDAQ,Non-Energy Materials,3441
ROG,Rogers Corporation,NYSE,Non-Energy Materials,2821
ROIC,Retail Opportunity Investments Corp.,NASDAQ,Finance,6798
ROK,"Rockwell Automation, Inc.",NYSE,Industrials,3625
ROL,"Rollins, Inc.",NYSE,Business Services,7342
ROP,"Roper Technologies, Inc.",NYSE,Technology,3823
ROST,"Ross Stores, Inc.",NASDAQ,Consumer Non-Cyclicals,5651
RPAI,"Retail Properties of America, Inc. Class A",NYSE,Finance,6798
RPM,RPM International Inc.,NYSE,Non-Energy Materials,2851
RPT,RPT Realty,NYSE,Finance,6512
RRC,Range Resources Corporation,NYSE,Energy,1311
RRD,R.R. Donnelley & Sons Company,NYSE,Business Services,2754
RRGB,"Red Robin Gourmet Burgers, Inc.",NASDAQ,Consumer Services,5812
RS,Reliance Steel & Aluminum Co.,NYSE,Non-Energy Materials,5051
RSG,"Republic Services, Inc.",NYSE,Business Services,4953
RTX,Raytheon Technologies Corporation,NYSE,Industrials,3724
RUN,Sunrun Inc.,NASDAQ,Utilities,4931
RUTH,"Ruth's Hospitality Group, Inc.",NASDAQ,Consumer Services,5812
RWT,"Redwood Trust, Inc.",NYSE,Finance,6798
RYAM,Rayonier Advanced Materials Inc,NYSE,Non-Energy Materials,2823
RYN,Rayonier Inc.,NYSE,Finance,6798
SABR,Sabre Corp.,NASDAQ,Industrials,7389
SAFE,Safehold Inc.,NYSE,Finance,6512
SAFM,"Sanderson Farms, Inc.",NASDAQ,Consumer Non-Cyclicals,2015
SAFT,"Safety Insurance Group, Inc.",NASDAQ,Finance,6331
SAH,"Sonic Automotive, Inc. Class A",NYSE,Consumer Cyclicals,5511
SAIA,"Saia, Inc.",NASDAQ,Industrials,4213
SAIC,Science Applications International Corp.,NYSE,Industrials,7373
SAIL,"SailPoint Technologies Holdings, Inc.",NYSE,Technology,7374
SAM,"Boston Beer Company, Inc. Class A",NYSE,Consumer Non-Cyclicals,2082
SANM,Sanmina Corporation,NASDAQ,Technology,3672
SBAC,SBA Communications Corp. Class A,NASDAQ,Finance,6798
SBCF,Seacoast Banking Corporation of Florida,NASDAQ,Finance,6022
SBH,"Sally Beauty Holdings, Inc.",NYSE,Consumer Non-Cyclicals,5999
SBNY,Signature Bank,NASDAQ,Finance,6022
SBRA,"Sabra Health Care REIT, Inc.",NASDAQ,Finance,6798
SBSI,"Southside Bancshares, Inc.",NASDAQ,Finance,6022
SBUX,Starbucks Corporation,NASDAQ,Consumer Services,5812
SCHL,Scholastic Corporation,NASDAQ,Consumer Services,2731
SCHW,Charles Schwab Corporation,NYSE,Finance,6211
SCI,Service Corporation International,NYSE,Consumer Non-Cyclicals,7261
SCL,Stepan Company,NYSE,Non-Energy Materials,2819
SCSC,"ScanSource, Inc.",NASDAQ,Technology,7374
SCVL,"Shoe Carnival, Inc.",NASDAQ,Consumer Cyclicals,5661
SEDG,"SolarEdge Technologies, Inc.",NASDAQ,Technology,3629
SEE,Sealed Air Corporation,NYSE,Non-Energy Materials,3089
SEIC,SEI Investments Company,NASDAQ,Finance,6282
SEM,Select Medical Holdings Corporation,NYSE,Healthcare,8062
SENEA,Seneca Foods Corporation Class A,NASDAQ,Consumer Non-Cyclicals,2033
SF,Stifel Financial Corp.,NYSE,Finance,6211
SFBS,ServisFirst Bancshares Inc,NASDAQ,Finance,6022
SFM,"Sprouts Farmers Markets, Inc.",NASDAQ,Consumer Non-Cyclicals,5411
SFNC,Simmons First National Corporation Class A,NASDAQ,Finance,6021
SGH,"SMART Global Holdings, Inc.",NASDAQ,Technology,3674
SGMS,Scientific Games Corporation,NASDAQ,Consumer Services,7999
SHAK,"Shake Shack, Inc. Class A",NYSE,Consumer Services,5812
SHEN,Shenandoah Telecommunications Company,NASDAQ,Telecommunications,4813
SHOO,"Steven Madden, Ltd.",NASDAQ,Consumer Cyclicals,5139
SHW,Sherwin-Williams Company,NYSE,Non-Energy Materials,2851
SIG,Signet Jewelers Limited,NYSE,Consumer Cyclicals,5944
SIGI,"Selective Insurance Group, Inc.",NASDAQ,Finance,6331
SITC,SITE Centers Corp.,NYSE,Finance,6798
SIVB,SVB Financial Group,NASDAQ,Finance,6022
SIX,Six Flags Entertainment Corporation,NYSE,Consumer Services,7996
SJI,"South Jersey Industries, Inc.",NYSE,Utilities,4924
SJM,J.M. Smucker Company,NYSE,Consumer Non-Cyclicals,2047
SKT,"Tanger Factory Outlet Centers, Inc.",NYSE,Finance,6798
SKX,"Skechers U.S.A., Inc. Class A",NYSE,Consumer Cyclicals,3149
SKYW,"SkyWest, Inc",NASDAQ,Industrials,4512
SLAB,Silicon Laboratories Inc.,NASDAQ,Technology,3674
SLB,Schlumberger NV,NYSE,Energy,1389
SLCA,"U.S. Silica Holdings, Inc.",NYSE,Non-Energy Materials,1446
SLG,SL Green Realty Corp.,NYSE,Finance,6798
SLGN,Silgan Holdings Inc.,NASDAQ,Non-Energy Materials,3411
SLM,SLM Corp,NASDAQ,Finance,6141
SLP,"Simulations Plus, Inc.",NASDAQ,Healthcare,7372
SM,SM Energy Company,NYSE,Energy,1311
SMG,Scotts Miracle-Gro Company Class A,NYSE,Non-Energy Materials,2873
SMP,"Standard Motor Products, Inc.",NYSE,Consumer Cyclicals,3714
SMTC,Semtech Corporation,NASDAQ,Technology,3674
SNA,Snap-on Incorporated,NYSE,Industrials,3423
SNBR,Sleep Number Corporation,NASDAQ,Consumer Non-Cyclicals,2515
SNEX,StoneX Group Inc.,NASDAQ,Finance,6221
SNPS,"Synopsys, Inc.",NASDAQ,Technology,7373
SNV,Synovus Financial Corp.,NYSE,Finance,6022
SNX,SYNNEX Corporation,NYSE,Technology,5045
SO,Southern Company,NYSE,Utilities,4911
SON,Sonoco Products Company,NYSE,Non-Energy Materials,2656
SPG,"Simon Property Group, Inc.",NYSE,Finance,6512
SPGI,"S&P Global, Inc.",NYSE,Technology,7323
SPOK,"Spok Holdings, Inc.",NASDAQ,Telecommunications,4899
SPPI,"Spectrum Pharmaceuticals, Inc.",NASDAQ,Healthcare,2834
SPSC,"SPS Commerce, Inc.",NASDAQ,Technology,7372
SPTN,SpartanNash Company,NASDAQ,Consumer Non-Cyclicals,5141
SPXC,SPX Corporation,NYSE,Industrials,3585
SR,Spire Inc.,NYSE,Utilities,4924
SRC,"Spirit Realty Capital, Inc.",NYSE,Finance,6798
SRCL,"Stericycle, Inc.",NASDAQ,Healthcare,4953
SRDX,Surmodics Inc,NASDAQ,Healthcare,3841
SRE,Sempra Energy,NYSE,Utilities,4932
SSD,"Simpson Manufacturing Co., Inc.",NYSE,Non-Energy Materials,2493
SSP,E. W. Scripps Company Class A,NASDAQ,Consumer Services,4833
SSTK,"Shutterstock, Inc.",NYSE,Technology,7374
STAR,iStar Inc.,NYSE,Finance,6798
STBA,"S&T Bancorp, Inc.",NASDAQ,Finance,6022
STC,Stewart Information Services Corporation,NYSE,Finance,6361
STE,STERIS Plc,NYSE,Healthcare,3841
STL,Sterling Bancorp,NYSE,Finance,6022
STLD,"Steel Dynamics, Inc.",NASDAQ,Non-Energy Materials,3312
STMP,Stamps.com Inc.,NASDAQ,Consumer Cyclicals,7389
STOR,STORE Capital Corporation,NYSE,Finance,6798
STRA,"Strategic Education, Inc.",NASDAQ,Consumer Non-Cyclicals,8221
STT,State Street Corporation,NYSE,Finance,6022
STX,Seagate Technology PLC,NASDAQ,Technology,3572
STZ,"Constellation Brands, Inc. Class A",NYSE,Consumer Non-Cyclicals,2082
SUPN,"Supernus Pharmaceuticals, Inc.",NASDAQ,Healthcare,2834
SVC,Service Properties Trust,NASDAQ,Finance,6798
SWK,"Stanley Black & Decker, Inc.",NYSE,Industrials,3546
SWKS,"Skyworks Solutions, Inc.",NASDAQ,Technology,3674
SWM,"Schweitzer-Mauduit International, Inc.",NYSE,Consumer Non-Cyclicals,2621
SWN,Southwestern Energy Company,NYSE,Energy,1311
SWX,"Southwest Gas Holdings, Inc.",NYSE,Industrials,4923
SXC,"SunCoke Energy, Inc.",NYSE,Energy,3312
SXI,Standex International Corporation,NYSE,Industrials,3585
SXT,Sensient Technologies Corporation,NYSE,Non-Energy Materials,2087
SYF,Synchrony Financial,NYSE,Finance,6153
SYK,Stryker Corporation,NYSE,Healthcare,3845
SYKE,"Sykes Enterprises, Incorporated",NASDAQ,Business Services,7373
SYNA,Synaptics Incorporated,NASDAQ,Technology,3674
SYNH,"Syneos Health, Inc. Class A",NASDAQ,Healthcare,8731
SYY,Sysco Corporation,NYSE,Consumer Services,5141
T,AT&T Inc.,NYSE,Telecommunications,4813
TALO,"Talos Energy, Inc.",NYSE,Energy,1311
TAP,Molson Coors Beverage Company Class B,NYSE,Consumer Non-Cyclicals,2082
TBI,"TrueBlue, Inc.",NYSE,Business Services,7363
TBK,"Triumph Bancorp, Inc.",NASDAQ,Finance,6022
TCBI,"Texas Capital Bancshares, Inc.",NASDAQ,Finance,6022
TCF,TCF Financial Corporation,NASDAQ,Finance,6022
TCMD,"Tactile Systems Technology, Inc.",NASDAQ,Healthcare,3841
TCO,"Taubman Centers, Inc.",NYSE,Finance,6798
TDC,Teradata Corporation,NYSE,Technology,7373
TDG,TransDigm Group Incorporated,NYSE,Industrials,3728
TDS,"Telephone and Data Systems, Inc.",NYSE,Telecommunications,4813
TDY,Teledyne Technologies Incorporated,NYSE,Industrials,3812
TECH,Bio-Techne Corporation,NASDAQ,Healthcare,2836
TEL,TE Connectivity Ltd.,NYSE,Technology,3679
TER,"Teradyne, Inc.",NASDAQ,Technology,3825
TEX,Terex Corporation,NYSE,Industrials,3537
TFC,Truist Financial Corporation,NYSE,Finance,6021
TFX,Teleflex Incorporated,NYSE,Healthcare,3841
TG,Tredegar Corporation,NYSE,Non-Energy Materials,3354
TGI,"Triumph Group, Inc.",NYSE,Industrials,3724
TGNA,"TEGNA, Inc.",NYSE,Consumer Services,4833
TGT,Target Corporation,NYSE,Consumer Non-Cyclicals,5399
THC,Tenet Healthcare Corporation,NYSE,Healthcare,8062
THG,"Hanover Insurance Group, Inc.",NYSE,Finance,6331
THO,"Thor Industries, Inc.",NYSE,Consumer Cyclicals,3792
THRM,Gentherm Incorporated,NASDAQ,Consumer Cyclicals,3714
THS,"TreeHouse Foods, Inc.",NYSE,Consumer Non-Cyclicals,2038
TIF,Tiffany & Co.,NYSE,Consumer Cyclicals,5944
TILE,"Interface, Inc.",NASDAQ,Consumer Non-Cyclicals,2273
TISI,"Team, Inc.",NYSE,Industrials,7349
TJX,TJX Companies Inc,NYSE,Consumer Non-Cyclicals,5651
TKR,Timken Company,NYSE,Industrials,3562
TMHC,Taylor Morrison Home Corporation,NYSE,Consumer Cyclicals,1531
TMO,Thermo Fisher Scientific Inc.,NYSE,Healthcare,3826
TMP,Tompkins Financial Corporation,NYSE AMERICAN,Finance,6022
TMST,TimkenSteel Corp,NYSE,Non-Energy Materials,3312
TMUS,"T-Mobile US, Inc.",NASDAQ,Telecommunications,4812
TNC,Tennant Company,NYSE,Industrials,3589
TOL,"Toll Brothers, Inc.",NYSE,Consumer Cyclicals,1531
TPH,TRI Pointe Group Inc,NYSE,Consumer Cyclicals,1531
TPR,"Tapestry, Inc.",NYSE,Consumer Cyclicals,5632
TPRE,Third Point Reinsurance Ltd.,NYSE,Finance,6331
TPX,Tempur Sealy International Inc,NYSE,Consumer Non-Cyclicals,2515
TR,"Tootsie Roll Industries, Inc.",NYSE,Consumer Non-Cyclicals,2064
TREE,"LendingTree, Inc.",NASDAQ,Technology,6141
TREX,"Trex Company, Inc.",NYSE,Non-Energy Materials,2429
TRHC,"Tabula Rasa Healthcare, Inc.",NASDAQ,Healthcare,7374
TRIP,"TripAdvisor, Inc.",NASDAQ,Consumer Services,4724
TRMB,Trimble Inc.,NASDAQ,Technology,3829
TRMK,Trustmark Corporation,NASDAQ,Finance,6021
TRN,"Trinity Industries, Inc.",NYSE,Industrials,3743
TROW,T. Rowe Price Group,NASDAQ,Finance,6282
TRST,TrustCo Bank Corp NY,NASDAQ,Finance,6022
TRUP,"Trupanion, Inc.",NASDAQ,Finance,6399
TRV,"Travelers Companies, Inc.",NYSE,Finance,6331
TSCO,Tractor Supply Company,NASDAQ,Consumer Cyclicals,5154
TSE,Trinseo SA,NYSE,Non-Energy Materials,2821
TSN,"Tyson Foods, Inc. Class A",NYSE,Consumer Non-Cyclicals,2011
TT,Trane Technologies plc,NYSE,Industrials,3585
TTC,Toro Company,NYSE,Industrials,3524
TTEC,"TTEC Holdings, Inc.",NASDAQ,Technology,8742
TTEK,"Tetra Tech, Inc.",NASDAQ,Industrials,8711
TTGT,"TechTarget, Inc.",NASDAQ,Technology,7389
TTMI,"TTM Technologies, Inc.",NASDAQ,Technology,3672
TTWO,"Take-Two Interactive Software, Inc.",NASDAQ,Technology,7372
TUP,Tupperware Brands Corporation,NYSE,Consumer Non-Cyclicals,3089
TVTY,"Tivity Health, Inc.",NASDAQ,Healthcare,8069
TWI,"Titan International, Inc.",NYSE,Industrials,5083
TWTR,"Twitter, Inc.",NYSE,Technology,2741
TXN,Texas Instruments Incorporated,NASDAQ,Technology,3674
TXRH,"Texas Roadhouse, Inc.",NASDAQ,Consumer Services,5812
TXT,Textron Inc.,NYSE,Industrials,3721
TYL,"Tyler Technologies, Inc.",NYSE,Business Services,7372
UAA,"Under Armour, Inc. Class A",NYSE,Consumer Cyclicals,2389
UAL,"United Airlines Holdings, Inc.",NASDAQ,Industrials,4512
UBA,Urstadt Biddle Properties Inc. Class A,NYSE,Finance,6512
UBSI,"United Bankshares, Inc.",NASDAQ,Finance,6022
UCBI,"United Community Banks, Inc.",NASDAQ,Finance,6022
UCTT,"Ultra Clean Holdings, Inc.",NASDAQ,Technology,3674
UDR,"UDR, Inc.",NYSE,Finance,6798
UE,Urban Edge Properties,NYSE,Finance,6798
UEIC,Universal Electronics Inc.,NASDAQ,Technology,3651
UFCS,"United Fire Group, Inc.",NASDAQ,Finance,6331
UFI,"Unifi, Inc.",NYSE,Non-Energy Materials,2282
UFPI,"UFP Industries, Inc.",NASDAQ,Non-Energy Materials,2439
UFS,Domtar Corporation,NYSE,Non-Energy Materials,2621
UGI,UGI Corporation,NYSE,Energy,5984
UHS,"Universal Health Services, Inc. Class B",NYSE,Healthcare,8062
UHT,Universal Health Realty Income Trust,NYSE,Finance,6798
UIHC,United Insurance Holdings Corp.,NASDAQ,Finance,6331
UIS,Unisys Corporation,NYSE,Technology,7373
ULTA,Ulta Beauty Inc,NASDAQ,Consumer Non-Cyclicals,5999
UMBF,UMB Financial Corporation,NASDAQ,Finance,6021
UMPQ,Umpqua Holdings Corporation,NASDAQ,Finance,6022
UNF,UniFirst Corporation,NYSE,Business Services,7218
UNFI,"United Natural Foods, Inc.",NYSE,Consumer Non-Cyclicals,5141
UNH,UnitedHealth Group Incorporated,NYSE,Healthcare,6324
UNIT,Uniti Group Inc,NASDAQ,Finance,6798
UNM,Unum Group,NYSE,Finance,6321
UNP,Union Pacific Corporation,NYSE,Industrials,4011
UNVR,"Univar Solutions, Inc.",NYSE,Industrials,5169
UPS,"United Parcel Service, Inc. Class B",NYSE,Industrials,4215
URBN,"Urban Outfitters, Inc.",NASDAQ,Consumer Cyclicals,5651
URI,"United Rentals, Inc.",NYSE,Industrials,7353
USB,U.S. Bancorp,NYSE,Finance,6021
USCR,"U.S. Concrete, Inc.",NASDAQ,Non-Energy Materials,3273
USNA,"USANA Health Sciences, Inc.",NYSE,Healthcare,2833
USPH,"U.S. Physical Therapy, Inc.",NYSE,Healthcare,8093
UTHR,United Therapeutics Corporation,NASDAQ,Healthcare,2834
UVE,"Universal Insurance Holdings, Inc.",NYSE,Finance,6331
UVV,Universal Corp,NYSE,Consumer Non-Cyclicals,5159
V,Visa Inc. Class A,NYSE,Finance,7389
VAC,Marriott Vacations Worldwide Corporation,NYSE,Consumer Services,7011
VAR,"Varian Medical Systems, Inc.",NYSE,Healthcare,3845
VBTX,"Veritex Holdings, Inc.",NASDAQ,Finance,6021
VC,Visteon Corporation,NASDAQ,Consumer Cyclicals,3714
VECO,Veeco Instruments Inc.,NASDAQ,Technology,3674
VFC,V.F. Corporation,NYSE,Consumer Cyclicals,2393
VG,Vonage Holdings Corp.,NASDAQ,Telecommunications,4813
VGR,Vector Group Ltd.,NYSE,Consumer Non-Cyclicals,2111
VIAC,ViacomCBS Inc. Class B,NASDAQ,Consumer Services,4841
VIAV,Viavi Solutions Inc,NASDAQ,Technology,7373
VICR,Vicor Corporation,NASDAQ,Technology,3679
VIVO,"Meridian Bioscience, Inc.",NASDAQ,Healthcare,2835
VLO,Valero Energy Corporation,NYSE,Energy,2911
VLY,Valley National Bancorp,NASDAQ,Finance,6021
VMC,Vulcan Materials Company,NYSE,Non-Energy Materials,1429
VMI,"Valmont Industries, Inc.",NYSE,Non-Energy Materials,3441
VNDA,Vanda Pharmaceuticals Inc.,NASDAQ,Healthcare,2834
VNO,Vornado Realty Trust,NYSE,Finance,6798
VNT,Vontier Corp,NYSE,Industrials,@NA
VRA,"Vera Bradley, Inc.",NASDAQ,Consumer Cyclicals,5621
VREX,Varex Imaging Corporation,NASDAQ,Healthcare,3844
VRSK,Verisk Analytics Inc,NASDAQ,Business Services,7374
VRSN,"VeriSign, Inc.",NASDAQ,Technology,7371
VRTS,"Virtus Investment Partners, Inc.",NASDAQ,Finance,6282
VRTU,Virtusa Corporation,NASDAQ,Technology,7371
VRTV,Veritiv Corp,NYSE,Consumer Cyclicals,2652
VRTX,Vertex Pharmaceuticals Incorporated,NASDAQ,Healthcare,2834
VSAT,"ViaSat, Inc.",NASDAQ,Telecommunications,4899
VSH,"Vishay Intertechnology, Inc.",NYSE,Technology,3676
VSTO,Vista Outdoor Inc,NYSE,Consumer Cyclicals,3483
VTOL,Bristow Group Inc,NYSE,Energy,4522
VTR,"Ventas, Inc.",NYSE,Finance,6798
VTRS,"Viatris, Inc.",NASDAQ,Healthcare,2834
VVI,Viad Corp,NYSE,Business Services,7389
VVV,Valvoline Inc.,NYSE,Non-Energy Materials,2992
VZ,Verizon Communications Inc.,NYSE,Telecommunications,4813
WAB,Westinghouse Air Brake Technologies Corporation,NYSE,Industrials,3743
WABC,Westamerica Bancorporation,NASDAQ,Finance,6011
WAFD,"Washington Federal, Inc.",NASDAQ,Finance,6021
WAT,Waters Corporation,NYSE,Healthcare,3826
WBA,Walgreens Boots Alliance Inc,NASDAQ,Consumer Non-Cyclicals,5912
WBS,Webster Financial Corporation,NYSE,Finance,6021
WD,"Walker & Dunlop, Inc.",NYSE,Finance,6162
WDC,Western Digital Corporation,NASDAQ,Technology,3572
WDFC,WD-40 Company,NASDAQ,Non-Energy Materials,2992
WDR,"Waddell & Reed Financial, Inc. Class A",NYSE,Finance,6282
WEC,WEC Energy Group Inc,NYSE,Utilities,4911
WELL,"Welltower, Inc.",NYSE,Finance,6798
WEN,Wendy's Company,NASDAQ,Consumer Services,5812
WERN,"Werner Enterprises, Inc.",NASDAQ,Industrials,4213
WETF,"WisdomTree Investments, Inc.",NASDAQ,Finance,6282
WEX,WEX Inc.,NYSE,Finance,7389
WFC,Wells Fargo & Company,NYSE,Finance,6021
WGO,"Winnebago Industries, Inc.",NYSE,Consumer Cyclicals,3716
WH,"Wyndham Hotels & Resorts, Inc.",NYSE,Consumer Services,7011
WHR,Whirlpool Corporation,NYSE,Consumer Cyclicals,3633
WING,"Wingstop, Inc.",NASDAQ,Consumer Services,6794
WIRE,Encore Wire Corporation,NASDAQ,Industrials,3357
WLTW,Willis Towers Watson Public Limited Company,NASDAQ,Finance,6411
WM,"Waste Management, Inc.",NYSE,Business Services,4212
WMB,"Williams Companies, Inc.",NYSE,Energy,4922
WMT,Walmart Inc.,NYSE,Consumer Non-Cyclicals,5399
WNC,Wabash National Corporation,NYSE,Industrials,3715
WOR,"Worthington Industries, Inc.",NYSE,Non-Energy Materials,3312
WPX,"WPX Energy, Inc.",NYSE,Energy,1311
WRB,W. R. Berkley Corporation,NYSE,Finance,6331
WRE,Washington Real Estate Investment Trust,NYSE,Finance,6798
WRI,Weingarten Realty Investors,NYSE,Finance,6798
WRK,WestRock Company,NYSE,Non-Energy Materials,2653
WRLD,World Acceptance Corporation,NASDAQ,Finance,6141
WSM,"Williams-Sonoma, Inc.",NYSE,Consumer Cyclicals,5719
WSO,"Watsco, Inc.",NYSE,Industrials,5075
WSR,Whitestone REIT,NYSE,Finance,6798
WST,"West Pharmaceutical Services, Inc.",NYSE,Healthcare,3841
WTFC,Wintrust Financial Corporation,NASDAQ,Finance,6022
WTRG,"Essential Utilities, Inc.",NYSE,Utilities,4941
WTS,"Watts Water Technologies, Inc. Class A",NYSE,Industrials,3491
WU,Western Union Company,NYSE,Finance,6099
WW,"WW International, Inc.",NASDAQ,Consumer Non-Cyclicals,7299
WWD,"Woodward, Inc.",NASDAQ,Industrials,3728
WWE,"World Wrestling Entertainment, Inc. Class A",NYSE,Consumer Services,4841
WWW,"Wolverine World Wide, Inc.",NYSE,Consumer Cyclicals,3149
WY,Weyerhaeuser Company,NYSE,Finance,2421
WYND,"Wyndham Destinations, Inc.",NYSE,Consumer Services,7011
WYNN,"Wynn Resorts, Limited",NASDAQ,Consumer Services,7999
X,United States Steel Corporation,NYSE,Non-Energy Materials,3312
XEC,Cimarex Energy Co.,NYSE,Energy,1311
XEL,Xcel Energy Inc.,NASDAQ,Utilities,4931
XHR,"Xenia Hotels & Resorts, Inc.",NYSE,Finance,6798
XLNX,"Xilinx, Inc.",NASDAQ,Technology,3674
XNCR,"Xencor, Inc.",NASDAQ,Healthcare,2834
XOM,Exxon Mobil Corporation,NYSE,Energy,2911
XPER,Xperi Holding Corporation,NASDAQ,Technology,3674
XPO,"XPO Logistics, Inc.",NYSE,Industrials,4213
XRAY,"DENTSPLY SIRONA, Inc.",NASDAQ,Healthcare,3843
XRX,Xerox Holdings Corporation,NYSE,Technology,7374
XYL,Xylem Inc.,NYSE,Industrials,3561
Y,Alleghany Corporation,NYSE,Finance,6331
YELP,Yelp Inc,NYSE,Technology,7375
YETI,"YETI Holdings, Inc.",NYSE,Consumer Non-Cyclicals,3949
YUM,"Yum! Brands, Inc.",NYSE,Consumer Services,5812
ZBH,"Zimmer Biomet Holdings, Inc.",NYSE,Healthcare,3841
ZBRA,Zebra Technologies Corporation Class A,NASDAQ,Technology,3571
ZEUS,"Olympic Steel, Inc.",NASDAQ,Non-Energy Materials,3316
ZION,"Zions Bancorporation, N.A.",NASDAQ,Finance,6021
ZTS,"Zoetis, Inc. Class A",NYSE,Healthcare,2834
ZUMZ,Zumiez Inc.,NASDAQ,Consumer Cyclicals,5611
ZYXI,"Zynex, Inc.",NASDAQ,Healthcare,3845
